,time,drink,amount
46651,12-25-2020 20:24,Dry Martini,8.0
46652,12-26-2020 16:40,City Slicker,4.0
46653,12-30-2020 01:24,Horse's Neck,7.5
46654,12-26-2020 16:05,Sidecar,11.0
46655,12-27-2020 01:02,Rum Milk Punch,12.0
46656,12-27-2020 20:00,Yellow Bird,8.0
46657,12-31-2020 16:35,Damned if you do,6.5
46658,12-25-2020 16:52,Holloween Punch,4.2
46659,12-30-2020 11:46,Mango Mojito,7.5
46660,12-31-2020 14:13,Lone Tree Cooler,5.5
46661,12-28-2020 03:10,Tequila Sour,5.15
46662,12-29-2020 05:19,Pysch Vitamin Light,6.5
46663,12-30-2020 23:35,Iced Coffee Fillip,5.0
46664,12-28-2020 08:52,Chicago Fizz,5.5
46665,12-28-2020 18:33,GG,12.0
46666,12-31-2020 17:11,Rusty Nail,4.0
46667,12-29-2020 15:50,Sangria,3.5
46668,12-27-2020 22:06,Irish Spring,5.15
46669,12-31-2020 23:47,Radioactive Long Island Iced Tea,7.5
46670,12-31-2020 04:46,Thai Iced Coffee,4.2
46671,12-30-2020 15:39,Caipirinha,3.5
46672,12-31-2020 23:04,Clover Club,4.99
46673,12-31-2020 06:36,Cuba Libra,2.99
46674,12-27-2020 16:22,Cuba Libra,2.99
46675,12-25-2020 18:40,Tom Collins,5.5
46676,12-26-2020 22:13,Broadside,5.5
46677,12-30-2020 22:00,B-53,5.15
46678,12-29-2020 23:11,Pina Colada,5.5
46679,12-29-2020 07:54,Sweet Sangria,4.0
46680,12-29-2020 16:16,Chicago Fizz,5.5
46681,12-29-2020 16:29,Godfather,6.5
46682,12-27-2020 05:20,Dark Caipirinha,2.99
46683,12-30-2020 04:02,Horse's Neck,7.5
46684,12-26-2020 08:35,Big Red,8.0
46685,12-28-2020 08:16,Chicago Fizz,5.5
46686,12-31-2020 19:59,Dry Martini,8.0
46687,12-29-2020 01:14,B-53,5.15
46688,12-29-2020 13:31,Lemon Shot,7.5
46689,12-30-2020 00:48,Gin Rickey,4.0
46690,12-29-2020 12:29,Affinity,2.99
46691,12-30-2020 22:54,Iced Coffee Fillip,5.0
46692,12-30-2020 20:37,Kill the cold Smoothie,11.0
46693,12-27-2020 10:41,Fruit Flip-Flop,11.0
46694,12-31-2020 07:05,Dry Martini,8.0
46695,12-29-2020 04:09,Lemouroudji,5.15
46696,12-31-2020 22:37,Kool-Aid Slammer,3.0
46697,12-31-2020 16:55,Bora Bora,2.99
46698,12-28-2020 21:44,Sweet Tooth,2.99
46699,12-28-2020 03:33,Holloween Punch,4.2
46700,12-26-2020 08:06,Holloween Punch,4.2
46701,12-30-2020 19:07,Pink Panty Pulldowns,2.99
46702,12-28-2020 15:38,Quick-sand,4.0
46703,12-26-2020 18:43,Chicago Fizz,5.5
46704,12-27-2020 00:05,Lassi - Sweet,8.0
46705,12-27-2020 09:13,Sweet Tooth,2.99
46706,12-30-2020 16:28,Munich Mule,12.0
46707,12-29-2020 04:46,Monkey Gland,11.0
46708,12-31-2020 18:24,Jack's Vanilla Coke,6.5
46709,12-31-2020 16:48,Victor,4.2
46710,12-27-2020 01:33,Bijou,4.0
46711,12-28-2020 19:57,Cream Soda,5.15
46712,12-29-2020 04:08,Veteran,8.0
46713,12-27-2020 05:00,Thai Coffee,5.5
46714,12-28-2020 17:06,Scooter,12.0
46715,12-26-2020 06:18,Lone Tree Cooler,5.5
46716,12-28-2020 13:54,Figgy Thyme,3.0
46717,12-30-2020 16:23,Casino Royale,11.0
46718,12-26-2020 02:09,Mai Tai,11.0
46719,12-26-2020 21:20,Broadside,5.5
46720,12-29-2020 16:26,Bellini,2.99
46721,12-26-2020 03:56,Chocolate Drink,12.0
46722,12-31-2020 22:17,Sangria,3.5
46723,12-28-2020 04:19,Porto flip,4.99
46724,12-29-2020 01:35,Zimadori Zinger,12.0
46725,12-26-2020 15:16,Jack's Vanilla Coke,6.5
46726,12-27-2020 07:44,Lassi Raita,6.5
46727,12-26-2020 12:25,Kool-Aid Slammer,3.0
46728,12-26-2020 08:45,Grim Reaper,4.0
46729,12-29-2020 15:25,Bubble Gum,3.0
46730,12-25-2020 21:11,Chocolate Milk,5.15
46731,12-27-2020 13:55,Munich Mule,12.0
46732,12-28-2020 06:29,Fruit Shake,5.5
46733,12-28-2020 11:47,Winter Paloma,8.0
46734,12-30-2020 01:11,H.D.,7.5
46735,12-29-2020 00:05,Gimlet,4.2
46736,12-29-2020 08:26,Turf Cocktail,12.0
46737,12-29-2020 12:10,Campari Beer,7.5
46738,12-28-2020 14:01,Dry Martini,8.0
46739,12-30-2020 15:11,Danbooka,4.99
46740,12-29-2020 12:16,Pina Colada,5.5
46741,12-29-2020 01:55,Zimadori Zinger,12.0
46742,12-29-2020 02:44,Jitterbug,4.0
46743,12-31-2020 17:15,Bramble,4.2
46744,12-26-2020 07:23,Godchild,7.5
46745,12-30-2020 13:51,Bijou,4.0
46746,12-28-2020 09:42,Figgy Thyme,3.0
46747,12-26-2020 13:27,Gin Tonic,6.5
46748,12-27-2020 23:51,Cuba Libra,2.99
46749,12-31-2020 10:58,Addison,12.0
46750,12-28-2020 20:08,Broadside,5.5
46751,12-27-2020 13:05,Frosé,2.99
46752,12-29-2020 10:22,Snowball,11.0
46753,12-27-2020 18:49,Frisco Sour,4.0
46754,12-30-2020 02:02,Lassi Raita,6.5
46755,12-31-2020 13:19,Hemingway Special,3.5
46756,12-27-2020 01:02,Scooter,12.0
46757,12-28-2020 08:33,Tequila Sour,5.15
46758,12-28-2020 12:43,Vodka And Tonic,11.0
46759,12-26-2020 11:38,Whitecap Margarita,4.99
46760,12-27-2020 04:59,Gin Rickey,4.0
46761,12-25-2020 20:09,Bloody Mary,5.5
46762,12-28-2020 02:28,Corpse Reviver,5.15
46763,12-31-2020 08:33,Sweet Sangria,4.0
46764,12-25-2020 19:18,Kill the cold Smoothie,11.0
46765,12-30-2020 15:21,Radioactive Long Island Iced Tea,7.5
46766,12-31-2020 11:46,Vodka And Tonic,11.0
46767,12-31-2020 12:40,Porto flip,4.99
46768,12-29-2020 03:38,Cuba Libra,2.99
46769,12-31-2020 22:04,Ipamena,2.99
46770,12-30-2020 09:08,Limona Corona,4.2
46771,12-29-2020 22:53,Nuked Hot Chocolate,12.0
46772,12-29-2020 10:48,Hunter's Moon,3.0
46773,12-30-2020 17:48,Mocha-Berry,8.0
46774,12-28-2020 19:38,Cosmopolitan,2.99
46775,12-26-2020 10:08,After sex,7.5
46776,12-26-2020 09:29,Vodka And Tonic,11.0
46777,12-26-2020 19:55,Orange Oasis,4.99
46778,12-29-2020 19:15,Pink Panty Pulldowns,2.99
46779,12-26-2020 01:47,Caipirinha,3.5
46780,12-29-2020 09:25,Pysch Vitamin Light,6.5
46781,12-25-2020 20:40,Irish Curdling Cow,2.99
46782,12-27-2020 10:50,Oreo Mudslide,8.0
46783,12-27-2020 11:07,B-53,5.15
46784,12-29-2020 17:27,White Lady,6.5
46785,12-26-2020 11:31,Pink Panty Pulldowns,2.99
46786,12-30-2020 10:23,Hunter's Moon,3.0
46787,12-29-2020 03:51,Egg Nog - Healthy,11.0
46788,12-25-2020 22:21,Bramble,4.2
46789,12-28-2020 01:24,Coffee Liqueur,5.5
46790,12-30-2020 16:05,Queen Charlotte,8.0
46791,12-27-2020 05:21,Yellow Bird,8.0
46792,12-27-2020 16:04,Yoghurt Cooler,3.5
46793,12-26-2020 10:38,Irish Spring,5.15
46794,12-29-2020 03:49,Chicago Fizz,5.5
46795,12-29-2020 11:47,Queen Charlotte,8.0
46796,12-26-2020 00:19,Fruit Cooler,8.0
46797,12-28-2020 15:19,Gimlet,4.2
46798,12-26-2020 07:01,Shark Attack,6.5
46799,12-30-2020 12:51,Dry Martini,8.0
46800,12-27-2020 23:25,Zimadori Zinger,12.0
46801,12-27-2020 06:17,Bob Marley,4.0
46802,12-28-2020 08:47,Pina Colada,5.5
46803,12-28-2020 17:07,Porto flip,4.99
46804,12-26-2020 07:13,Kool-Aid Slammer,3.0
46805,12-30-2020 20:46,Bubble Gum,3.0
46806,12-27-2020 05:52,City Slicker,4.0
46807,12-27-2020 12:16,Pink Panty Pulldowns,2.99
46808,12-30-2020 10:14,Mai Tai,11.0
46809,12-31-2020 02:36,Cuba Libra,2.99
46810,12-25-2020 17:48,French 75,6.5
46811,12-28-2020 16:58,Grass Skirt,2.99
46812,12-30-2020 02:45,Jelly Bean,3.0
46813,12-27-2020 01:32,Passion Fruit Martini,2.99
46814,12-28-2020 22:05,Gimlet,4.2
46815,12-31-2020 00:25,Dry Martini,8.0
46816,12-28-2020 00:11,Mojito,5.5
46817,12-30-2020 00:19,Vesuvio,3.0
46818,12-27-2020 22:23,Grim Reaper,4.0
46819,12-27-2020 13:20,Cuba Libra,2.99
46820,12-29-2020 19:07,Afternoon,3.0
46821,12-27-2020 12:14,Bob Marley,4.0
46822,12-31-2020 08:21,Dirty Nipple,3.5
46823,12-25-2020 20:27,Irish Curdling Cow,2.99
46824,12-30-2020 19:31,Irish Spring,5.15
46825,12-27-2020 21:45,Thai Coffee,5.5
46826,12-25-2020 23:17,Queen Charlotte,8.0
46827,12-27-2020 15:48,Quick-sand,4.0
46828,12-31-2020 22:07,Dry Martini,8.0
46829,12-26-2020 06:59,Greyhound,4.99
46830,12-29-2020 01:19,Hawaiian Cocktail,6.5
46831,12-27-2020 06:10,Grim Reaper,4.0
46832,12-30-2020 21:51,Sweet Tooth,2.99
46833,12-29-2020 00:36,Kiwi Papaya Smoothie,5.15
46834,12-31-2020 14:41,Dry Martini,8.0
46835,12-29-2020 04:19,Snowball,11.0
46836,12-30-2020 22:05,Scooter,12.0
46837,12-28-2020 04:56,Cuba Libra,2.99
46838,12-27-2020 02:47,Casino Royale,11.0
46839,12-25-2020 22:32,Grand Blue,11.0
46840,12-29-2020 21:27,Grass Skirt,2.99
46841,12-28-2020 07:29,Midnight Mint,7.5
46842,12-29-2020 07:28,Gin Tonic,6.5
46843,12-31-2020 03:07,Chocolate Drink,12.0
46844,12-28-2020 09:17,Hunter's Moon,3.0
46845,12-26-2020 19:36,Mai Tai,11.0
46846,12-28-2020 06:41,Tequila Sour,5.15
46847,12-26-2020 08:35,Jack's Vanilla Coke,6.5
46848,12-30-2020 10:15,Valencia Cocktail,5.5
46849,12-28-2020 17:59,Orgasm,5.15
46850,12-31-2020 19:53,Chocolate Milk,5.15
46851,12-30-2020 06:43,Scooter,12.0
46852,12-28-2020 00:45,Limona Corona,4.2
46853,12-31-2020 09:16,Chocolate Milk,5.15
46854,12-30-2020 00:53,Figgy Thyme,3.0
46855,12-25-2020 21:54,Coffee-Vodka,2.99
46856,12-30-2020 21:37,Grass Skirt,2.99
46857,12-27-2020 10:45,Thai Coffee,5.5
46858,12-26-2020 06:11,Munich Mule,12.0
46859,12-27-2020 20:27,Rusty Nail,4.0
46860,12-29-2020 18:57,Pina Colada,5.5
46861,12-29-2020 22:19,Cuba Libra,2.99
46862,12-26-2020 23:00,Bellini,2.99
46863,12-30-2020 04:41,Winter Rita,5.5
46864,12-27-2020 06:27,Pink Panty Pulldowns,2.99
46865,12-28-2020 12:44,Grass Skirt,2.99
46866,12-28-2020 06:34,Frisco Sour,4.0
46867,12-31-2020 18:02,Mulled Wine,11.0
46868,12-29-2020 21:40,Zimadori Zinger,12.0
46869,12-28-2020 01:11,Lord And Lady,8.0
46870,12-29-2020 21:56,Lassi - Sweet,8.0
46871,12-31-2020 19:50,Kill the cold Smoothie,11.0
46872,12-28-2020 18:23,Bob Marley,4.0
46873,12-29-2020 03:18,Snowday,6.5
46874,12-30-2020 11:21,Thai Coffee,5.5
46875,12-26-2020 01:49,Porto flip,4.99
46876,12-26-2020 16:38,Danbooka,4.99
46877,12-26-2020 07:24,Corpse Reviver,5.15
46878,12-25-2020 23:13,Thai Coffee,5.5
46879,12-27-2020 00:55,Caipirinha,3.5
46880,12-29-2020 16:19,Vampiro,11.0
46881,12-29-2020 05:16,Lassi - Sweet,8.0
46882,12-28-2020 03:16,Grim Reaper,4.0
46883,12-28-2020 23:52,Passion Fruit Martini,2.99
46884,12-28-2020 09:39,Thai Iced Coffee,4.2
46885,12-28-2020 11:07,GG,12.0
46886,12-30-2020 07:40,Lone Tree Cooler,5.5
46887,12-27-2020 22:28,Pina Colada,5.5
46888,12-31-2020 23:04,Chicago Fizz,5.5
46889,12-31-2020 12:03,Bijou,4.0
46890,12-31-2020 06:13,John Collins,6.5
46891,12-26-2020 06:56,Tequila Sour,5.15
46892,12-27-2020 03:01,Vesuvio,3.0
46893,12-30-2020 23:05,Chicago Fizz,5.5
46894,12-29-2020 08:26,Chicago Fizz,5.5
46895,12-29-2020 14:05,Valencia Cocktail,5.5
46896,12-28-2020 21:23,Bubble Gum,3.0
46897,12-29-2020 10:22,Mai Tai,11.0
46898,12-26-2020 16:32,Midnight Mint,7.5
46899,12-31-2020 00:01,Talos Coffee,5.15
46900,12-27-2020 00:09,Affinity,2.99
46901,12-26-2020 15:34,Grasshopper,4.99
46902,12-27-2020 01:20,Figgy Thyme,3.0
46903,12-25-2020 23:33,Long Island Iced Tea,3.0
46904,12-26-2020 20:34,Zimadori Zinger,12.0
46905,12-29-2020 06:37,Vodka And Tonic,11.0
46906,12-29-2020 10:11,Kurant Tea,3.0
46907,12-29-2020 12:23,Cosmopolitan,2.99
46908,12-29-2020 03:37,Dry Martini,8.0
46909,12-25-2020 17:30,Mojito,5.5
46910,12-30-2020 05:29,Bob Marley,4.0
46911,12-26-2020 18:37,Port Wine Flip,5.0
46912,12-30-2020 22:01,Dry Martini,8.0
46913,12-26-2020 09:40,Rum Cooler,4.99
46914,12-30-2020 07:12,Chocolate Drink,12.0
46915,12-26-2020 11:23,Fahrenheit 5000,2.99
46916,12-30-2020 18:40,Cuba Libra,2.99
46917,12-29-2020 21:24,Victory Collins,7.5
46918,12-30-2020 02:50,Gin Fizz,2.99
46919,12-27-2020 00:20,Godfather,6.5
46920,12-28-2020 14:47,Nuked Hot Chocolate,12.0
46921,12-31-2020 22:30,Thai Iced Coffee,4.2
46922,12-31-2020 07:25,Queen Charlotte,8.0
46923,12-31-2020 13:47,Affinity,2.99
46924,12-26-2020 08:47,Bramble,4.2
46925,12-29-2020 05:07,Fruit Shake,5.5
46926,12-27-2020 13:50,Mint Julep,8.0
46927,12-29-2020 08:02,Cuba Libra,2.99
46928,12-28-2020 11:47,Pysch Vitamin Light,6.5
46929,12-27-2020 18:34,Sidecar,11.0
46930,12-31-2020 08:08,Iced Coffee Fillip,5.0
46931,12-28-2020 16:59,Pina Colada,5.5
46932,12-28-2020 07:29,Jelly Bean,3.0
46933,12-29-2020 20:05,Figgy Thyme,3.0
46934,12-29-2020 08:58,Clover Club,4.99
46935,12-31-2020 12:53,Mocha-Berry,8.0
46936,12-31-2020 07:16,Orgasm,5.15
46937,12-30-2020 22:56,Chocolate Milk,5.15
46938,12-28-2020 23:09,GG,12.0
46939,12-30-2020 12:12,Lemouroudji,5.15
46940,12-25-2020 16:03,Chicago Fizz,5.5
46941,12-26-2020 05:35,Campari Beer,7.5
46942,12-27-2020 03:10,Zoksel,6.5
46943,12-28-2020 12:23,Loch Lomond,3.0
46944,12-30-2020 16:03,A. J.,11.0
46945,12-27-2020 13:40,Bellini,2.99
46946,12-28-2020 21:30,A. J.,11.0
46947,12-30-2020 15:20,Dry Rob Roy,5.5
46948,12-27-2020 15:32,Yellow Bird,8.0
46949,12-29-2020 14:20,Coffee Liqueur,5.5
46950,12-30-2020 13:43,Cuba Libra,2.99
46951,12-30-2020 14:30,Figgy Thyme,3.0
46952,12-29-2020 00:18,Quick-sand,4.0
46953,12-30-2020 01:12,Chicago Fizz,5.5
46954,12-29-2020 00:27,Grizzly Bear,12.0
46955,12-29-2020 23:47,Kill the cold Smoothie,11.0
46956,12-30-2020 05:23,Flying Scotchman,12.0
46957,12-29-2020 10:05,Chicago Fizz,5.5
46958,12-29-2020 08:38,Cosmopolitan,2.99
46959,12-25-2020 21:39,Bellini,2.99
46960,12-25-2020 20:47,Royal Gin Fizz,7.5
46961,12-26-2020 00:30,Honey Bee,3.0
46962,12-31-2020 17:14,Talos Coffee,5.15
46963,12-25-2020 20:36,Clover Club,4.99
46964,12-27-2020 18:02,Cream Soda,5.15
46965,12-29-2020 17:06,Bellini,2.99
46966,12-29-2020 14:16,Rum Toddy,4.2
46967,12-27-2020 11:15,Mango Mojito,7.5
46968,12-29-2020 06:35,Mai Tai,11.0
46969,12-25-2020 20:19,Yoghurt Cooler,3.5
46970,12-27-2020 15:01,Rusty Nail,4.0
46971,12-30-2020 10:49,Pina Colada,5.5
46972,12-29-2020 14:55,Winter Rita,5.5
46973,12-27-2020 02:30,Espresso Martini,11.0
46974,12-28-2020 17:59,Owen's Grandmother's Revenge,8.0
46975,12-29-2020 13:31,B-53,5.15
46976,12-25-2020 17:25,Jack's Vanilla Coke,6.5
46977,12-30-2020 13:04,Sea breeze,8.0
46978,12-31-2020 18:44,Radioactive Long Island Iced Tea,7.5
46979,12-27-2020 08:17,Tennesee Mud,6.5
46980,12-28-2020 03:47,Fruit Cooler,8.0
46981,12-30-2020 19:59,Afternoon,3.0
46982,12-31-2020 18:15,Kurant Tea,3.0
46983,12-30-2020 15:39,Old Fashioned,5.5
46984,12-31-2020 14:24,Artillery,3.5
46985,12-29-2020 19:46,Rum Cooler,4.99
46986,12-26-2020 14:14,Tequila Sour,5.15
46987,12-29-2020 07:11,H.D.,7.5
46988,12-29-2020 07:45,Ziemes Martini Apfelsaft,4.0
46989,12-27-2020 09:36,Gin Fizz,2.99
46990,12-29-2020 05:32,B-53,5.15
46991,12-27-2020 05:04,Dry Martini,8.0
46992,12-25-2020 19:32,Casa Blanca,5.15
46993,12-30-2020 14:52,New York Lemonade,5.15
46994,12-28-2020 05:22,Egg Nog - Healthy,11.0
46995,12-26-2020 17:34,After sex,7.5
46996,12-31-2020 07:07,Mango Mojito,7.5
46997,12-27-2020 10:30,Sweet Tooth,2.99
46998,12-30-2020 19:11,Cuba Libre,4.2
46999,12-28-2020 23:08,Affair,8.0
47000,12-29-2020 10:53,Rum Milk Punch,12.0
47001,12-28-2020 13:55,Sweet Sangria,4.0
47002,12-27-2020 10:04,Godchild,7.5
47003,12-29-2020 05:03,Cuba Libra,2.99
47004,12-26-2020 02:56,Irish Curdling Cow,2.99
47005,12-28-2020 20:51,Kool-Aid Slammer,3.0
47006,12-30-2020 08:26,Kiwi Papaya Smoothie,5.15
47007,12-26-2020 21:26,Vodka And Tonic,11.0
47008,12-27-2020 19:13,Tom Collins,5.5
47009,12-29-2020 17:09,Chicago Fizz,5.5
47010,12-31-2020 00:04,Greyhound,4.99
47011,12-27-2020 17:44,Yellow Bird,8.0
47012,12-27-2020 18:21,Chicago Fizz,5.5
47013,12-27-2020 08:33,Grim Reaper,4.0
47014,12-26-2020 09:00,Yellow Bird,8.0
47015,12-26-2020 05:48,Flying Dutchman,6.5
47016,12-27-2020 23:54,Afternoon,3.0
47017,12-26-2020 17:44,Scotch Sour,7.5
47018,12-27-2020 16:03,Orgasm,5.15
47019,12-30-2020 06:32,Irish Curdling Cow,2.99
47020,12-31-2020 02:53,Mai Tai,11.0
47021,12-31-2020 19:02,Mojito Extra,3.5
47022,12-29-2020 15:25,Shark Attack,6.5
47023,12-26-2020 00:44,Cuba Libra,2.99
47024,12-30-2020 13:06,Valencia Cocktail,5.5
47025,12-28-2020 02:47,Sweet Sangria,4.0
47026,12-26-2020 05:14,Talos Coffee,5.15
47027,12-29-2020 14:42,Mai Tai,11.0
47028,12-31-2020 09:42,Grand Blue,11.0
47029,12-28-2020 20:50,Halloween Punch,8.0
47030,12-25-2020 18:07,Lone Tree Cooler,5.5
47031,12-30-2020 06:53,Lone Tree Cooler,5.5
47032,12-26-2020 13:08,After sex,7.5
47033,12-30-2020 17:39,Irish Curdling Cow,2.99
47034,12-30-2020 03:58,Pina Colada,5.5
47035,12-27-2020 23:45,Frosé,2.99
47036,12-31-2020 23:55,Winter Paloma,8.0
47037,12-26-2020 08:42,Bellini,2.99
47038,12-29-2020 01:06,Chicago Fizz,5.5
47039,12-27-2020 04:20,Rum Cooler,4.99
47040,12-25-2020 21:02,City Slicker,4.0
47041,12-25-2020 16:05,Kiwi Papaya Smoothie,5.15
47042,12-31-2020 12:55,Rum Cooler,4.99
47043,12-30-2020 00:37,Tom Collins,5.5
47044,12-27-2020 16:03,Whitecap Margarita,4.99
47045,12-28-2020 12:17,Hunter's Moon,3.0
47046,12-31-2020 09:34,Dry Martini,8.0
47047,12-27-2020 14:33,Halloween Punch,8.0
47048,12-26-2020 02:16,Kurant Tea,3.0
47049,12-31-2020 22:56,Chicago Fizz,5.5
47050,12-28-2020 17:36,Frisco Sour,4.0
47051,12-31-2020 05:10,Corpse Reviver,5.15
47052,12-28-2020 23:58,Pina Colada,5.5
47053,12-30-2020 03:46,GG,12.0
47054,12-26-2020 23:47,Lone Tree Cooler,5.5
47055,12-31-2020 14:42,Bramble,4.2
47056,12-27-2020 04:36,Big Red,8.0
47057,12-27-2020 12:56,Clover Club,4.99
47058,12-31-2020 08:30,Cuba Libra,2.99
47059,12-25-2020 23:42,Zimadori Zinger,12.0
47060,12-29-2020 20:52,Clover Club,4.99
47061,12-26-2020 05:48,Pina Colada,5.5
47062,12-27-2020 00:42,Chocolate Drink,12.0
47063,12-27-2020 04:05,Shot-gun,7.5
47064,12-26-2020 14:43,Tuxedo Cocktail,12.0
47065,12-28-2020 08:11,Addison,12.0
47066,12-30-2020 01:23,Old Fashioned,5.5
47067,12-27-2020 10:28,Cuba Libre,4.2
47068,12-28-2020 23:43,Snowball,11.0
47069,12-25-2020 19:14,Cream Soda,5.15
47070,12-25-2020 20:32,Old Fashioned,5.5
47071,12-30-2020 07:18,Irish Coffee,7.5
47072,12-29-2020 08:27,Chicago Fizz,5.5
47073,12-31-2020 03:52,Broadside,5.5
47074,12-30-2020 06:06,Figgy Thyme,3.0
47075,12-26-2020 20:09,Flaming Lamborghini,3.0
47076,12-29-2020 16:37,Hemingway Special,3.5
47077,12-26-2020 13:36,Victory Collins,7.5
47078,12-29-2020 14:32,Honey Bee,3.0
47079,12-30-2020 05:38,Dry Rob Roy,5.5
47080,12-27-2020 07:04,Lone Tree Cooler,5.5
47081,12-31-2020 23:25,Iced Coffee Fillip,5.0
47082,12-29-2020 05:57,Jackhammer,3.5
47083,12-26-2020 18:27,Tequila Sour,5.15
47084,12-27-2020 15:30,Long Island Iced Tea,3.0
47085,12-30-2020 13:49,Pina Colada,5.5
47086,12-27-2020 17:43,Mulled Wine,11.0
47087,12-26-2020 02:58,Chicago Fizz,5.5
47088,12-26-2020 01:47,Cream Soda,5.15
47089,12-31-2020 22:46,Rum Toddy,4.2
47090,12-29-2020 21:05,Dry Martini,8.0
47091,12-27-2020 04:34,Victory Collins,7.5
47092,12-29-2020 06:31,Mother's Milk,5.0
47093,12-26-2020 08:27,Yellow Bird,8.0
47094,12-29-2020 15:10,Pina Colada,5.5
47095,12-27-2020 23:39,Bijou,4.0
47096,12-30-2020 23:54,Frozen Daiquiri,4.99
47097,12-31-2020 17:46,Citrus Coke,5.15
47098,12-28-2020 19:15,Van Vleet,4.2
47099,12-29-2020 01:54,Hawaiian Cocktail,6.5
47100,12-27-2020 02:04,Rusty Nail,4.0
47101,12-25-2020 21:26,Shot-gun,7.5
47102,12-27-2020 23:22,Jack's Vanilla Coke,6.5
47103,12-26-2020 02:25,Grass Skirt,2.99
47104,12-26-2020 08:44,Gin Tonic,6.5
47105,12-27-2020 01:34,Caipirinha,3.5
47106,12-31-2020 14:39,Kurant Tea,3.0
47107,12-27-2020 18:22,Iced Coffee Fillip,5.0
47108,12-26-2020 11:56,Winter Rita,5.5
47109,12-26-2020 17:57,Tequila Sour,5.15
47110,12-27-2020 18:48,Paradise,4.2
47111,12-27-2020 00:08,Paradise,4.2
47112,12-29-2020 10:41,Thai Coffee,5.5
47113,12-26-2020 07:32,Chicago Fizz,5.5
47114,12-27-2020 20:37,Caipirinha,3.5
47115,12-27-2020 22:10,Midnight Mint,7.5
47116,12-25-2020 19:55,Cuba Libre,4.2
47117,12-27-2020 09:02,Mulled Wine,11.0
47118,12-30-2020 11:07,Long Island Iced Tea,3.0
47119,12-27-2020 07:11,Frisco Sour,4.0
47120,12-26-2020 05:42,Valencia Cocktail,5.5
47121,12-26-2020 08:48,Waikiki Beachcomber,5.5
47122,12-31-2020 05:51,Cuba Libre,4.2
47123,12-28-2020 11:05,Grim Reaper,4.0
47124,12-26-2020 18:57,Sidecar,11.0
47125,12-30-2020 16:48,Tequila Sour,5.15
47126,12-29-2020 09:33,Grand Blue,11.0
47127,12-31-2020 14:56,Munich Mule,12.0
47128,12-30-2020 08:48,Munich Mule,12.0
47129,12-29-2020 09:12,Winter Rita,5.5
47130,12-27-2020 16:57,Grim Reaper,4.0
47131,12-26-2020 23:21,Cosmopolitan,2.99
47132,12-29-2020 07:22,Jackhammer,3.5
47133,12-28-2020 05:09,Munich Mule,12.0
47134,12-29-2020 00:22,Dry Martini,8.0
47135,12-31-2020 20:04,Kurant Tea,3.0
47136,12-29-2020 12:13,Frosé,2.99
47137,12-28-2020 13:46,Oreo Mudslide,8.0
47138,12-26-2020 00:18,Irish Coffee,7.5
47139,12-26-2020 03:26,The Philosopher,5.15
47140,12-30-2020 09:40,Affinity,2.99
47141,12-27-2020 23:47,Shot-gun,7.5
47142,12-29-2020 07:15,Sangria,3.5
47143,12-30-2020 14:04,Pina Colada,5.5
47144,12-28-2020 02:19,Limona Corona,4.2
47145,12-28-2020 06:54,Honey Bee,3.0
47146,12-30-2020 20:07,Waikiki Beachcomber,5.5
47147,12-30-2020 07:17,Jack's Vanilla Coke,6.5
47148,12-31-2020 07:08,Bellini,2.99
47149,12-28-2020 15:54,Lone Tree Cooler,5.5
47150,12-26-2020 21:17,Queen Charlotte,8.0
47151,12-31-2020 02:03,Gimlet,4.2
47152,12-28-2020 16:45,Irish Spring,5.15
47153,12-27-2020 07:26,Whitecap Margarita,4.99
47154,12-27-2020 19:39,Broadside,5.5
47155,12-27-2020 23:18,Vesuvio,3.0
47156,12-29-2020 06:16,Irish Spring,5.15
47157,12-28-2020 14:15,Royal Gin Fizz,7.5
47158,12-30-2020 17:05,Figgy Thyme,3.0
47159,12-31-2020 11:16,Karsk,11.0
47160,12-29-2020 13:56,Dark Caipirinha,2.99
47161,12-30-2020 17:28,Royal Gin Fizz,7.5
47162,12-28-2020 18:59,Affinity,2.99
47163,12-27-2020 14:33,Irish Coffee,7.5
47164,12-28-2020 06:19,Lemon Drop,2.99
47165,12-27-2020 10:13,Irish Curdling Cow,2.99
47166,12-26-2020 18:03,Jelly Bean,3.0
47167,12-30-2020 05:26,Broadside,5.5
47168,12-28-2020 18:46,Bramble,4.2
47169,12-31-2020 04:06,Greyhound,4.99
47170,12-29-2020 05:15,The Philosopher,5.15
47171,12-30-2020 06:59,Cream Soda,5.15
47172,12-31-2020 03:32,Chocolate Milk,5.15
47173,12-30-2020 11:45,Caipirinha,3.5
47174,12-29-2020 06:18,Casino Royale,11.0
47175,12-27-2020 17:18,Grim Reaper,4.0
47176,12-31-2020 06:22,Pina Colada,5.5
47177,12-27-2020 13:30,Victor,4.2
47178,12-27-2020 12:27,Frisco Sour,4.0
47179,12-26-2020 06:31,Hemingway Special,3.5
47180,12-29-2020 12:14,Gimlet,4.2
47181,12-26-2020 15:09,Victory Collins,7.5
47182,12-28-2020 13:21,White Lady,6.5
47183,12-27-2020 10:24,Dry Rob Roy,5.5
47184,12-28-2020 10:09,Pina Colada,5.5
47185,12-28-2020 22:38,Chicago Fizz,5.5
47186,12-30-2020 01:29,GG,12.0
47187,12-28-2020 22:00,Cuba Libra,2.99
