,TS,ital,költség
44060,2020-12-25 16:59:08,Kiwi Papaya Smoothie,5.15
44061,2020-12-28 01:30:03,Paradise,4.2
44062,2020-12-26 23:12:43,Gin Tonic,6.5
44063,2020-12-27 09:27:04,Mojito,5.5
44064,2020-12-30 07:17:26,Affinity,2.99
44065,2020-12-28 18:03:36,Frisco Sour,4.0
44066,2020-12-29 17:07:21,Figgy Thyme,3.0
44067,2020-12-26 20:34:26,Hawaiian Cocktail,6.5
44068,2020-12-28 05:48:17,Margarita,7.5
44069,2020-12-30 00:51:28,Jelly Bean,3.0
44070,2020-12-27 18:59:39,Imperial Cocktail,4.99
44071,2020-12-25 16:01:04,Margarita,7.5
44072,2020-12-31 13:20:33,Bijou,4.0
44073,2020-12-29 04:46:57,Imperial Cocktail,4.99
44074,2020-12-28 17:51:36,Ace,12.0
44075,2020-12-31 23:44:15,Royal Gin Fizz,7.5
44076,2020-12-31 03:14:54,Margarita,7.5
44077,2020-12-29 19:39:40,Margarita,7.5
44078,2020-12-27 02:46:48,Ipamena,2.99
44079,2020-12-29 01:38:26,After sex,7.5
44080,2020-12-25 20:24:12,Long Island Iced Tea,3.0
44081,2020-12-26 18:20:46,Clover Club,4.99
44082,2020-12-29 08:55:50,Queen Charlotte,8.0
44083,2020-12-27 15:07:04,Danbooka,4.99
44084,2020-12-31 07:47:29,Whitecap Margarita,4.99
44085,2020-12-27 18:25:37,Thai Iced Coffee,4.2
44086,2020-12-31 16:13:36,Dark Caipirinha,2.99
44087,2020-12-27 02:41:26,Irish Spring,5.15
44088,2020-12-27 22:20:54,Scooter,12.0
44089,2020-12-31 16:56:05,Grass Skirt,2.99
44090,2020-12-31 02:09:05,Irish Curdling Cow,2.99
44091,2020-12-30 20:16:55,Casino,6.5
44092,2020-12-31 15:35:35,Grand Blue,11.0
44093,2020-12-26 13:20:38,Vampiro,11.0
44094,2020-12-30 18:57:04,Gin Tonic,6.5
44095,2020-12-25 19:17:19,H.D.,7.5
44096,2020-12-25 20:12:15,Rum Toddy,4.2
44097,2020-12-30 09:44:55,Manhattan,4.2
44098,2020-12-26 08:21:08,Pure Passion,2.99
44099,2020-12-27 08:53:21,Fahrenheit 5000,2.99
44100,2020-12-28 19:51:33,Cuba Libre,4.2
44101,2020-12-30 09:54:03,Tequila Sour,5.15
44102,2020-12-31 13:21:22,Old Fashioned,5.5
44103,2020-12-28 12:18:53,Imperial Cocktail,4.99
44104,2020-12-31 23:18:13,Margarita,7.5
44105,2020-12-31 13:33:16,After sex,7.5
44106,2020-12-28 09:45:59,Margarita,7.5
44107,2020-12-27 08:30:05,Cream Soda,5.15
44108,2020-12-27 20:09:15,Mint Julep,8.0
44109,2020-12-28 01:40:48,Mango Mojito,7.5
44110,2020-12-26 22:43:20,Manhattan,4.2
44111,2020-12-26 23:16:47,Sea breeze,8.0
44112,2020-12-28 11:43:17,Imperial Cocktail,4.99
44113,2020-12-29 01:23:34,Creme de Menthe,3.5
44114,2020-12-28 03:38:45,Mocha-Berry,8.0
44115,2020-12-30 21:48:46,Manhattan,4.2
44116,2020-12-28 19:37:14,Tequila Sour,5.15
44117,2020-12-25 20:52:47,Long Island Tea,8.0
44118,2020-12-30 01:58:37,Rusty Nail,4.0
44119,2020-12-27 20:35:14,After sex,7.5
44120,2020-12-31 11:29:31,Valencia Cocktail,5.5
44121,2020-12-28 13:30:15,Clover Club,4.99
44122,2020-12-27 17:02:33,Dry Rob Roy,5.5
44123,2020-12-29 14:30:54,Affair,8.0
44124,2020-12-27 14:02:43,Imperial Cocktail,4.99
44125,2020-12-29 00:09:02,City Slicker,4.0
44126,2020-12-28 13:42:22,Old Fashioned,5.5
44127,2020-12-30 00:32:05,Cosmopolitan,2.99
44128,2020-12-27 16:19:19,After sex,7.5
44129,2020-12-29 14:00:21,Radioactive Long Island Iced Tea,7.5
44130,2020-12-31 01:44:59,Imperial Cocktail,4.99
44131,2020-12-31 16:02:17,Zimadori Zinger,12.0
44132,2020-12-30 02:59:00,Grass Skirt,2.99
44133,2020-12-28 09:42:08,Pysch Vitamin Light,6.5
44134,2020-12-28 16:25:36,Dirty Martini,2.99
44135,2020-12-26 02:58:06,Van Vleet,4.2
44136,2020-12-29 14:57:43,Jewel Of The Nile,6.5
44137,2020-12-27 19:59:41,Citrus Coke,5.15
44138,2020-12-27 02:00:21,Owen's Grandmother's Revenge,8.0
44139,2020-12-29 11:37:29,Fahrenheit 5000,2.99
44140,2020-12-25 23:57:36,Imperial Cocktail,4.99
44141,2020-12-26 11:48:49,Hawaiian Cocktail,6.5
44142,2020-12-26 06:00:47,Sol Y Sombra,5.15
44143,2020-12-30 03:16:26,Jack Rose Cocktail,5.5
44144,2020-12-31 08:33:24,Coffee-Vodka,2.99
44145,2020-12-26 05:01:36,Cream Soda,5.15
44146,2020-12-27 15:27:21,Pink Panty Pulldowns,2.99
44147,2020-12-26 05:53:04,Irish Spring,5.15
44148,2020-12-30 05:15:37,Affair,8.0
44149,2020-12-28 06:04:51,Kiwi Papaya Smoothie,5.15
44150,2020-12-27 14:15:19,Bramble,4.2
44151,2020-12-31 01:23:48,Victory Collins,7.5
44152,2020-12-30 03:39:32,Casino Royale,11.0
44153,2020-12-31 15:12:53,Margarita,7.5
44154,2020-12-28 16:08:21,Shark Attack,6.5
44155,2020-12-30 08:39:46,Irish Curdling Cow,2.99
44156,2020-12-28 19:15:39,H.D.,7.5
44157,2020-12-26 06:31:21,Mocha-Berry,8.0
44158,2020-12-29 02:20:56,Casino Royale,11.0
44159,2020-12-29 01:12:28,Death in the Afternoon,4.0
44160,2020-12-27 20:05:21,Gimlet,4.2
44161,2020-12-28 11:18:42,Hawaiian Cocktail,6.5
44162,2020-12-27 07:23:41,Hawaiian Cocktail,6.5
44163,2020-12-31 19:55:43,Grim Reaper,4.0
44164,2020-12-28 11:17:52,Big Red,8.0
44165,2020-12-31 08:32:37,Gin Rickey,4.0
44166,2020-12-27 01:45:04,Affinity,2.99
44167,2020-12-30 14:34:52,Espresso Martini,11.0
44168,2020-12-28 18:39:48,After sex,7.5
44169,2020-12-30 09:34:59,Sidecar,11.0
44170,2020-12-26 22:03:18,Sweet Tooth,2.99
44171,2020-12-28 03:28:22,Limona Corona,4.2
44172,2020-12-28 13:52:12,Shot-gun,7.5
44173,2020-12-28 13:35:30,Kool-Aid Slammer,3.0
44174,2020-12-27 09:34:43,Imperial Cocktail,4.99
44175,2020-12-30 16:26:09,Van Vleet,4.2
44176,2020-12-29 23:03:07,Monkey Gland,11.0
44177,2020-12-29 17:41:25,Kurant Tea,3.0
44178,2020-12-27 14:04:24,Margarita,7.5
44179,2020-12-31 01:07:16,Long Island Tea,8.0
44180,2020-12-30 07:43:05,Grim Reaper,4.0
44181,2020-12-27 07:28:10,Zoksel,6.5
44182,2020-12-31 04:47:06,Owen's Grandmother's Revenge,8.0
44183,2020-12-30 22:04:03,Grass Skirt,2.99
44184,2020-12-31 22:01:31,Margarita,7.5
44185,2020-12-28 11:42:10,Imperial Cocktail,4.99
44186,2020-12-31 01:46:20,Chocolate Drink,12.0
44187,2020-12-26 17:54:19,Greyhound,4.99
44188,2020-12-27 07:24:39,Margarita,7.5
44189,2020-12-25 16:16:00,Hawaiian Cocktail,6.5
44190,2020-12-29 20:12:41,Yoghurt Cooler,3.5
44191,2020-12-31 20:02:11,Zizi Coin-coin,5.0
44192,2020-12-28 13:39:06,Danbooka,4.99
44193,2020-12-30 17:34:09,Boston Sour,5.0
44194,2020-12-26 20:33:38,Cosmopolitan,2.99
44195,2020-12-27 02:05:10,Creme de Menthe,3.5
44196,2020-12-30 23:00:18,Munich Mule,12.0
44197,2020-12-29 19:19:00,Grim Reaper,4.0
44198,2020-12-31 16:07:14,Shark Attack,6.5
44199,2020-12-30 06:52:55,Grim Reaper,4.0
44200,2020-12-27 01:17:36,Imperial Cocktail,4.99
44201,2020-12-31 10:54:51,Winter Rita,5.5
44202,2020-12-31 11:57:25,Afternoon,3.0
44203,2020-12-29 18:33:09,Apello,3.5
44204,2020-12-29 22:05:30,Manhattan,4.2
44205,2020-12-26 18:17:54,Hawaiian Cocktail,6.5
44206,2020-12-27 20:01:23,Irish Coffee,7.5
44207,2020-12-26 08:54:53,Radioactive Long Island Iced Tea,7.5
44208,2020-12-27 06:00:12,Bob Marley,4.0
44209,2020-12-29 19:11:04,Bora Bora,2.99
44210,2020-12-31 10:28:59,Death in the Afternoon,4.0
44211,2020-12-28 19:30:16,Hawaiian Cocktail,6.5
44212,2020-12-28 02:20:24,Egg Nog - Healthy,11.0
44213,2020-12-30 11:04:27,Corpse Reviver,5.15
44214,2020-12-31 01:47:15,Victory Collins,7.5
44215,2020-12-30 09:13:54,Dry Rob Roy,5.5
44216,2020-12-27 12:01:48,Imperial Cocktail,4.99
44217,2020-12-30 06:33:17,Grizzly Bear,12.0
44218,2020-12-31 07:22:38,Broadside,5.5
44219,2020-12-31 23:29:00,Flaming Lamborghini,3.0
44220,2020-12-27 21:00:17,Margarita,7.5
44221,2020-12-28 09:24:14,City Slicker,4.0
44222,2020-12-27 13:44:54,Zimadori Zinger,12.0
44223,2020-12-27 11:53:52,Bijou,4.0
44224,2020-12-30 22:41:20,Sweet Tooth,2.99
44225,2020-12-25 23:08:35,Clover Club,4.99
44226,2020-12-27 19:35:29,Lone Tree Cooler,5.5
44227,2020-12-31 04:03:36,Kiwi Papaya Smoothie,5.15
44228,2020-12-29 02:16:56,Jackhammer,3.5
44229,2020-12-28 04:43:18,Bloody Mary,5.5
44230,2020-12-28 13:51:39,Citrus Coke,5.15
44231,2020-12-29 02:53:26,Munich Mule,12.0
44232,2020-12-30 00:26:10,Tom Collins,5.5
44233,2020-12-25 16:36:24,Cream Soda,5.15
44234,2020-12-30 09:38:03,Affair,8.0
44235,2020-12-28 06:05:44,Manhattan,4.2
44236,2020-12-28 02:22:00,Imperial Cocktail,4.99
44237,2020-12-26 15:28:21,Imperial Cocktail,4.99
44238,2020-12-27 19:25:25,Zippy's Revenge,5.0
44239,2020-12-28 22:01:31,Chocolate Drink,12.0
44240,2020-12-28 08:26:33,Kill the cold Smoothie,11.0
44241,2020-12-28 10:19:44,Rusty Nail,4.0
44242,2020-12-25 17:08:34,Clover Club,4.99
44243,2020-12-31 08:00:50,Oatmeal Cookie,4.99
44244,2020-12-30 18:42:28,Mimosa,5.0
44245,2020-12-29 17:23:49,Lemon Drop,2.99
44246,2020-12-26 13:00:51,Lassi - Sweet,8.0
44247,2020-12-29 17:58:08,Orange Push-up,12.0
44248,2020-12-31 17:56:20,Veteran,8.0
44249,2020-12-28 00:18:51,Margarita,7.5
44250,2020-12-31 23:56:00,Hawaiian Cocktail,6.5
44251,2020-12-30 12:40:44,Bramble,4.2
44252,2020-12-30 14:08:34,Casino,6.5
44253,2020-12-25 22:35:16,Ipamena,2.99
44254,2020-12-30 05:43:06,Vampiro,11.0
44255,2020-12-27 04:49:18,Vodka And Tonic,11.0
44256,2020-12-30 03:45:11,Vesuvio,3.0
44257,2020-12-31 03:59:55,Tom Collins,5.5
44258,2020-12-27 16:38:54,Dark Caipirinha,2.99
44259,2020-12-29 02:56:45,Gin Rickey,4.0
44260,2020-12-31 12:03:05,Grasshopper,4.99
44261,2020-12-31 17:07:24,Mudslinger,11.0
44262,2020-12-26 19:13:38,Casino,6.5
44263,2020-12-29 04:36:14,Chocolate Milk,5.15
44264,2020-12-30 07:16:32,Mai Tai,11.0
44265,2020-12-25 17:31:29,Irish Coffee,7.5
44266,2020-12-29 22:31:24,Kill the cold Smoothie,11.0
44267,2020-12-26 19:24:26,Oatmeal Cookie,4.99
44268,2020-12-27 22:02:51,Clover Club,4.99
44269,2020-12-28 05:15:46,GG,12.0
44270,2020-12-27 14:33:13,Bubble Gum,3.0
44271,2020-12-28 13:42:54,Imperial Cocktail,4.99
44272,2020-12-29 05:11:33,Mojito,5.5
44273,2020-12-29 08:23:36,Dry Rob Roy,5.5
44274,2020-12-28 14:15:02,Manhattan,4.2
44275,2020-12-26 22:42:51,Hawaiian Cocktail,6.5
44276,2020-12-31 14:28:10,Affinity,2.99
44277,2020-12-25 22:45:43,Casino Royale,11.0
44278,2020-12-28 00:34:03,Cuba Libre,4.2
44279,2020-12-28 09:02:50,Casino,6.5
44280,2020-12-29 17:42:47,Jackhammer,3.5
44281,2020-12-29 03:51:14,Long Island Tea,8.0
44282,2020-12-28 20:19:42,Margarita,7.5
44283,2020-12-25 16:51:46,Margarita,7.5
44284,2020-12-27 16:48:37,Imperial Cocktail,4.99
44285,2020-12-29 13:43:09,Imperial Cocktail,4.99
44286,2020-12-27 21:40:09,Gimlet,4.2
44287,2020-12-28 07:21:14,Lemon Drop,2.99
44288,2020-12-28 06:22:33,Sea breeze,8.0
44289,2020-12-25 19:42:47,Cream Soda,5.15
44290,2020-12-29 23:26:52,Long Island Tea,8.0
44291,2020-12-31 00:23:47,GG,12.0
44292,2020-12-31 05:43:06,Rum Cooler,4.99
44293,2020-12-27 05:15:32,Quick-sand,4.0
44294,2020-12-26 19:37:16,Cosmopolitan,2.99
44295,2020-12-28 05:36:46,Bora Bora,2.99
44296,2020-12-31 17:35:27,Margarita,7.5
44297,2020-12-27 11:05:16,Hemingway Special,3.5
44298,2020-12-31 11:15:59,New York Lemonade,5.15
44299,2020-12-28 06:18:41,H.D.,7.5
44300,2020-12-27 22:11:04,Rusty Nail,4.0
44301,2020-12-27 11:34:24,Munich Mule,12.0
44302,2020-12-31 02:44:55,Frosé,2.99
44303,2020-12-28 08:18:33,Margarita,7.5
44304,2020-12-29 01:26:17,Imperial Cocktail,4.99
44305,2020-12-28 11:30:09,Rum Cooler,4.99
44306,2020-12-28 23:11:43,Imperial Cocktail,4.99
44307,2020-12-26 11:10:28,Lone Tree Cooler,5.5
44308,2020-12-27 20:20:40,Margarita,7.5
44309,2020-12-27 07:34:42,Irish Coffee,7.5
44310,2020-12-30 17:59:16,Van Vleet,4.2
44311,2020-12-29 07:39:31,Thai Coffee,5.5
44312,2020-12-30 02:54:08,Bijou,4.0
44313,2020-12-28 20:55:08,Margarita,7.5
44314,2020-12-31 04:32:41,Mojito Extra,3.5
44315,2020-12-31 13:08:22,Hawaiian Cocktail,6.5
44316,2020-12-27 14:07:16,Royal Gin Fizz,7.5
44317,2020-12-26 03:21:28,Imperial Cocktail,4.99
44318,2020-12-28 22:32:30,Shot-gun,7.5
44319,2020-12-28 11:52:32,Manhattan,4.2
44320,2020-12-30 01:05:36,Lone Tree Cooler,5.5
44321,2020-12-26 02:40:50,Oreo Mudslide,8.0
44322,2020-12-30 23:55:01,Hemingway Special,3.5
44323,2020-12-25 22:11:35,Cuba Libre,4.2
44324,2020-12-29 04:23:46,Hawaiian Cocktail,6.5
44325,2020-12-29 19:00:20,Vodka Martini,4.2
44326,2020-12-29 13:33:13,Margarita,7.5
44327,2020-12-29 12:54:56,Japanese Fizz,4.0
44328,2020-12-26 02:53:45,Limona Corona,4.2
44329,2020-12-26 06:44:55,Vesuvio,3.0
44330,2020-12-30 04:58:30,Hawaiian Cocktail,6.5
44331,2020-12-31 19:53:17,Manhattan,4.2
44332,2020-12-27 01:53:47,Caipirinha,3.5
44333,2020-12-31 13:39:06,Mojito,5.5
44334,2020-12-26 16:00:38,Shark Attack,6.5
44335,2020-12-27 07:04:55,Sweet Sangria,4.0
44336,2020-12-31 06:09:24,Halloween Punch,8.0
44337,2020-12-30 10:35:50,Sangria,3.5
44338,2020-12-26 16:38:51,Halloween Punch,8.0
44339,2020-12-29 21:08:23,French 75,6.5
44340,2020-12-30 01:43:50,Imperial Cocktail,4.99
44341,2020-12-31 16:06:06,Thai Iced Coffee,4.2
44342,2020-12-28 11:19:05,Limona Corona,4.2
44343,2020-12-26 12:15:03,Port Wine Flip,5.0
44344,2020-12-29 03:33:24,John Collins,6.5
44345,2020-12-27 23:23:32,Tom Collins,5.5
44346,2020-12-28 21:19:13,Hawaiian Cocktail,6.5
44347,2020-12-30 20:15:41,Orgasm,5.15
44348,2020-12-31 15:57:06,Jack's Vanilla Coke,6.5
44349,2020-12-29 18:41:55,Gin Tonic,6.5
44350,2020-12-31 19:21:32,Egg Cream,4.99
44351,2020-12-31 02:23:08,Victor,4.2
44352,2020-12-28 02:27:46,French 75,6.5
44353,2020-12-27 04:44:50,Thai Coffee,5.5
44354,2020-12-27 19:59:54,Bora Bora,2.99
44355,2020-12-29 00:47:19,Casino Royale,11.0
44356,2020-12-27 21:10:50,Rum Cooler,4.99
44357,2020-12-30 01:24:25,Ipamena,2.99
44358,2020-12-28 03:04:03,Pink Panty Pulldowns,2.99
44359,2020-12-27 20:13:22,Owen's Grandmother's Revenge,8.0
44360,2020-12-27 23:45:32,Gin Rickey,4.0
44361,2020-12-30 15:43:32,Egg Cream,4.99
44362,2020-12-27 05:48:14,Waikiki Beachcomber,5.5
44363,2020-12-30 00:45:13,After sex,7.5
44364,2020-12-30 14:36:01,Boxcar,5.15
44365,2020-12-28 01:11:56,Gimlet,4.2
44366,2020-12-31 11:43:01,Afternoon,3.0
44367,2020-12-27 00:30:55,Casino Royale,11.0
44368,2020-12-30 18:12:11,Pysch Vitamin Light,6.5
44369,2020-12-30 15:22:28,Lone Tree Cooler,5.5
44370,2020-12-27 18:48:12,Coffee Liqueur,5.5
44371,2020-12-25 23:38:48,Vesuvio,3.0
44372,2020-12-31 10:12:01,Caipirinha,3.5
44373,2020-12-26 23:12:38,John Collins,6.5
44374,2020-12-31 02:37:52,H.D.,7.5
44375,2020-12-30 03:50:35,Irish Spring,5.15
44376,2020-12-26 23:02:24,Affinity,2.99
44377,2020-12-29 01:46:59,Grand Blue,11.0
44378,2020-12-30 18:54:14,Valencia Cocktail,5.5
44379,2020-12-28 05:39:00,Rum Punch,3.5
44380,2020-12-29 19:19:30,Kurant Tea,3.0
44381,2020-12-30 10:13:38,Irish Coffee,7.5
44382,2020-12-29 13:37:00,Margarita,7.5
44383,2020-12-27 07:52:52,Imperial Cocktail,4.99
44384,2020-12-31 20:53:22,Cream Soda,5.15
44385,2020-12-29 00:34:09,Bramble,4.2
44386,2020-12-28 16:48:58,Scotch Sour,7.5
44387,2020-12-28 16:18:54,Dark Caipirinha,2.99
44388,2020-12-28 05:55:01,Radioactive Long Island Iced Tea,7.5
44389,2020-12-28 01:02:43,Zippy's Revenge,5.0
44390,2020-12-26 23:35:12,Gimlet,4.2
44391,2020-12-27 06:35:54,Sangria,3.5
44392,2020-12-28 19:34:40,Death in the Afternoon,4.0
44393,2020-12-28 11:13:14,Hawaiian Cocktail,6.5
44394,2020-12-28 01:26:43,Margarita,7.5
44395,2020-12-30 01:04:44,Jamaica Kiss,5.0
44396,2020-12-26 04:41:02,Yoghurt Cooler,3.5
44397,2020-12-31 06:21:38,Hawaiian Cocktail,6.5
44398,2020-12-27 08:34:55,Van Vleet,4.2
44399,2020-12-28 20:57:03,Gimlet,4.2
44400,2020-12-31 19:46:22,Queen Charlotte,8.0
44401,2020-12-27 23:41:45,Long Island Tea,8.0
44402,2020-12-31 20:51:23,Mojito Extra,3.5
44403,2020-12-28 15:56:35,Mango Mojito,7.5
44404,2020-12-29 18:31:04,Orgasm,5.15
44405,2020-12-27 09:04:16,Frozen Daiquiri,4.99
44406,2020-12-27 16:27:42,Winter Paloma,8.0
44407,2020-12-31 05:27:49,Jack's Vanilla Coke,6.5
44408,2020-12-30 00:52:46,Egg Cream,4.99
44409,2020-12-29 06:24:32,Holloween Punch,4.2
44410,2020-12-30 17:01:42,Grass Skirt,2.99
44411,2020-12-29 00:35:20,Godfather,6.5
44412,2020-12-29 21:41:19,Tom Collins,5.5
44413,2020-12-26 11:16:29,Honey Bee,3.0
44414,2020-12-25 19:26:14,Yellow Bird,8.0
44415,2020-12-30 04:21:22,Texas Rattlesnake,3.5
44416,2020-12-27 09:15:18,Fruit Shake,5.5
44417,2020-12-28 03:33:51,Cream Soda,5.15
44418,2020-12-28 18:10:36,Radioactive Long Island Iced Tea,7.5
44419,2020-12-26 13:46:43,Orgasm,5.15
44420,2020-12-30 13:38:56,H.D.,7.5
44421,2020-12-26 15:22:04,Shot-gun,7.5
44422,2020-12-27 21:01:02,Gin Rickey,4.0
44423,2020-12-27 19:05:44,Bijou,4.0
44424,2020-12-31 06:39:37,Casino,6.5
44425,2020-12-30 09:21:11,Margarita,7.5
44426,2020-12-26 02:31:50,Grass Skirt,2.99
44427,2020-12-31 21:52:28,Manhattan,4.2
44428,2020-12-31 19:36:18,Loch Lomond,3.0
44429,2020-12-29 14:18:14,Margarita,7.5
44430,2020-12-27 14:43:06,Oatmeal Cookie,4.99
44431,2020-12-26 13:14:53,Long Island Tea,8.0
44432,2020-12-26 01:32:17,Irish Coffee,7.5
44433,2020-12-29 05:58:32,John Collins,6.5
44434,2020-12-25 16:13:44,Rum Sour,5.5
44435,2020-12-31 04:57:21,Long Island Tea,8.0
44436,2020-12-29 17:00:18,Jitterbug,4.0
44437,2020-12-27 11:45:45,Russian Spring Punch,7.5
44438,2020-12-29 16:17:21,Corpse Reviver,5.15
44439,2020-12-31 17:56:54,Queen Charlotte,8.0
44440,2020-12-30 14:02:26,Long Island Tea,8.0
44441,2020-12-26 23:27:29,Van Vleet,4.2
44442,2020-12-31 13:47:29,Long Island Iced Tea,3.0
44443,2020-12-29 21:28:25,Zorbatini,4.2
44444,2020-12-27 22:12:55,Sea breeze,8.0
44445,2020-12-31 03:19:29,Bubble Gum,3.0
44446,2020-12-31 05:26:54,Halloween Punch,8.0
44447,2020-12-25 23:53:25,Long Island Tea,8.0
44448,2020-12-27 02:41:26,Grasshopper,4.99
44449,2020-12-27 04:22:35,Hawaiian Cocktail,6.5
44450,2020-12-26 01:32:56,Van Vleet,4.2
44451,2020-12-26 15:48:00,Jack's Vanilla Coke,6.5
44452,2020-12-29 18:27:54,Margarita,7.5
44453,2020-12-31 16:13:00,Yellow Bird,8.0
44454,2020-12-30 02:12:03,Broadside,5.5
44455,2020-12-27 14:18:59,Imperial Cocktail,4.99
44456,2020-12-26 09:21:37,Jelly Bean,3.0
44457,2020-12-30 07:11:19,Lassi - Sweet,8.0
44458,2020-12-31 02:06:40,Imperial Cocktail,4.99
44459,2020-12-29 06:13:15,Yellow Bird,8.0
44460,2020-12-26 18:27:19,Sea breeze,8.0
44461,2020-12-28 08:30:25,Creme de Menthe,3.5
44462,2020-12-26 19:11:07,Talos Coffee,5.15
44463,2020-12-29 23:55:42,Margarita,7.5
44464,2020-12-29 04:35:53,Mai Tai,11.0
44465,2020-12-29 03:57:12,Veteran,8.0
44466,2020-12-31 21:56:36,Pysch Vitamin Light,6.5
44467,2020-12-27 05:25:09,White Lady,6.5
44468,2020-12-25 17:50:49,Hawaiian Cocktail,6.5
44469,2020-12-31 04:33:47,Fahrenheit 5000,2.99
44470,2020-12-27 11:50:48,Jackhammer,3.5
44471,2020-12-26 05:03:04,Boxcar,5.15
44472,2020-12-25 21:56:24,Gin Tonic,6.5
44473,2020-12-26 09:18:01,City Slicker,4.0
44474,2020-12-29 06:49:10,Espresso Martini,11.0
44475,2020-12-30 09:02:46,Munich Mule,12.0
44476,2020-12-30 22:39:46,Winter Rita,5.5
44477,2020-12-28 20:51:04,Queen Charlotte,8.0
44478,2020-12-27 19:56:29,Margarita,7.5
44479,2020-12-30 22:05:56,H.D.,7.5
44480,2020-12-30 22:38:02,Lemon Drop,2.99
44481,2020-12-26 01:18:47,Long Island Tea,8.0
44482,2020-12-29 16:34:28,Casino Royale,11.0
44483,2020-12-28 13:39:11,Rusty Nail,4.0
44484,2020-12-30 19:16:52,Dirty Nipple,3.5
44485,2020-12-28 20:08:32,Shot-gun,7.5
44486,2020-12-26 08:51:59,Big Red,8.0
44487,2020-12-26 12:17:04,Margarita,7.5
44488,2020-12-27 16:51:50,Rusty Nail,4.0
44489,2020-12-28 11:07:08,Long Island Tea,8.0
44490,2020-12-29 15:20:37,A. J.,11.0
44491,2020-12-31 05:23:05,Gin Tonic,6.5
44492,2020-12-30 17:56:15,Long Island Tea,8.0
44493,2020-12-29 23:13:54,Margarita,7.5
44494,2020-12-29 07:50:29,Winter Rita,5.5
44495,2020-12-25 23:37:30,Casino,6.5
44496,2020-12-26 11:34:00,Greyhound,4.99
44497,2020-12-26 13:59:08,Whitecap Margarita,4.99
44498,2020-12-28 10:25:33,Danbooka,4.99
44499,2020-12-28 23:40:30,Orange Crush,5.5
44500,2020-12-25 22:20:38,Zoksel,6.5
44501,2020-12-31 19:54:36,H.D.,7.5
44502,2020-12-28 12:42:37,Yoghurt Cooler,3.5
44503,2020-12-28 20:20:56,Dirty Nipple,3.5
44504,2020-12-31 03:52:15,Manhattan,4.2
44505,2020-12-29 23:50:40,H.D.,7.5
44506,2020-12-31 09:11:50,Port Wine Flip,5.0
44507,2020-12-30 10:41:13,Winter Paloma,8.0
44508,2020-12-27 20:01:58,Limona Corona,4.2
44509,2020-12-27 09:58:54,Manhattan,4.2
44510,2020-12-28 04:09:15,Margarita,7.5
44511,2020-12-28 21:01:37,Thai Iced Coffee,4.2
44512,2020-12-29 17:36:09,Munich Mule,12.0
44513,2020-12-31 10:29:25,Jewel Of The Nile,6.5
44514,2020-12-29 15:25:06,Winter Paloma,8.0
44515,2020-12-27 23:37:14,Grasshopper,4.99
44516,2020-12-29 03:03:37,Paradise,4.2
44517,2020-12-26 22:03:46,Adam,3.5
44518,2020-12-26 12:10:05,Mulled Wine,11.0
44519,2020-12-29 02:30:57,Bramble,4.2
44520,2020-12-28 22:26:15,Turf Cocktail,12.0
44521,2020-12-31 20:14:18,Mojito Extra,3.5
44522,2020-12-26 17:14:08,Winter Paloma,8.0
44523,2020-12-31 01:34:43,Frosé,2.99
44524,2020-12-29 01:09:02,French 75,6.5
44525,2020-12-26 00:48:11,Long Island Tea,8.0
44526,2020-12-26 04:51:46,Hawaiian Cocktail,6.5
44527,2020-12-30 15:05:19,Vampiro,11.0
44528,2020-12-31 18:41:21,Lassi - Sweet,8.0
44529,2020-12-26 20:21:41,Munich Mule,12.0
44530,2020-12-31 19:27:10,Manhattan,4.2
44531,2020-12-26 00:22:10,Bijou,4.0
44532,2020-12-29 14:51:53,Long Island Tea,8.0
44533,2020-12-28 01:52:31,Long Island Tea,8.0
44534,2020-12-26 08:19:11,Manhattan,4.2
44535,2020-12-29 06:05:39,Hawaiian Cocktail,6.5
44536,2020-12-27 04:57:23,Mango Mojito,7.5
44537,2020-12-27 10:07:26,Margarita,7.5
44538,2020-12-28 03:15:49,Mai Tai,11.0
44539,2020-12-26 02:02:57,Veteran,8.0
44540,2020-12-30 20:53:41,Chocolate Milk,5.15
44541,2020-12-26 21:04:52,Grass Skirt,2.99
44542,2020-12-28 04:46:00,Long Island Iced Tea,3.0
44543,2020-12-27 13:43:38,Lone Tree Cooler,5.5
44544,2020-12-26 20:06:09,Affinity,2.99
44545,2020-12-31 03:35:22,Hawaiian Cocktail,6.5
44546,2020-12-27 20:27:36,Greyhound,4.99
44547,2020-12-31 17:37:29,Imperial Cocktail,4.99
44548,2020-12-30 11:25:37,Loch Lomond,3.0
44549,2020-12-29 02:06:15,Frosé,2.99
44550,2020-12-27 21:34:59,Kurant Tea,3.0
44551,2020-12-27 15:07:51,Planter's Punch,5.0
44552,2020-12-30 11:14:01,Winter Rita,5.5
44553,2020-12-30 20:53:04,Ipamena,2.99
44554,2020-12-30 19:24:43,Caipirinha,3.5
44555,2020-12-29 07:26:16,Cream Soda,5.15
44556,2020-12-31 18:53:34,Bijou,4.0
44557,2020-12-27 05:25:15,Sea breeze,8.0
44558,2020-12-26 10:14:23,Mai Tai,11.0
44559,2020-12-29 19:13:02,French Negroni,2.99
44560,2020-12-26 11:49:35,Chocolate Milk,5.15
44561,2020-12-27 11:12:41,Queen Charlotte,8.0
